,date,likes,scrapes,Question,label,Answer,comment_likes
,2024-05-06 00:00:00,0,0,"전공진입 최소학점 전공진입 최소로 뭐뭐 들어야됨
직배 빼고 글로벌은 4학점, 의사소통은 4학점으로 알고 있는데,, 기인사같은거랑 다른건 모르겠어서..",1,기인사 3과목(전공진입은 6학점인데 어차피 졸업요건 9학점 채워야함) 에기활 컴사코 창융디 고명북,0
,2024-05-06 00:00:00,0,0,아캠 강의 하나 결석처리 됐는데 이거 성적에 타격크나요..??ㅠㅠ,1,출석 비중 높으면,0
,2024-05-06 00:00:00,0,0,"1학기 의사소통 못 들었는데 계절에 의사소통 하나 듣기 vs 2학기에 의사소통 두 개 듣기
뭐가 나음?",1,전자 시도해보고 안되면 후자,1
,2024-05-06 00:00:00,0,0,"1학기 의사소통 못 들었는데 계절에 의사소통 하나 듣기 vs 2학기에 의사소통 두 개 듣기
뭐가 나음?",0,나 지금 의통 두개 듣고있는데 좀 빡세긴 해,0
,2024-05-05 00:00:00,0,0,심입 연구 참여 전부 타임 슬롯이 없다고 뜨는데 그럼 지금 참여 가능한 연구 없는거 맞죠?,1,넹,0
,2024-05-05 00:00:00,0,0,심입 연구 참여 전부 타임 슬롯이 없다고 뜨는데 그럼 지금 참여 가능한 연구 없는거 맞죠?,0,연구개설되면 후딱 잡으세용,0
,2024-05-03 00:00:00,0,0,중간 강의평가 오늘까지인거 까먹고 안했는데 안하면 불이익같은거 있음? 좀 걱정되네,0,땍히,0
,2024-05-03 00:00:00,0,0,중간 강의평가 오늘까지인거 까먹고 안했는데 안하면 불이익같은거 있음? 좀 걱정되네,0,ㄴㄴ 기말 강평만 하면될걸 중간은 딱히..,1
,2024-05-03 00:00:00,0,0,님들 문해알 2학년때 듣는거 어때요? 지금 컴사코도 힘든데 문해알 들으면 박살 날거 같은데 문해알 드랍하고 2학년때 듣는건 어떤가여? 컴사코만 들어도 전공진입은 되더라고여,1,계절로 ㄱㄱ,0
,2024-05-03 00:00:00,0,0,님들 문해알 2학년때 듣는거 어때요? 지금 컴사코도 힘든데 문해알 들으면 박살 날거 같은데 문해알 드랍하고 2학년때 듣는건 어떤가여? 컴사코만 들어도 전공진입은 되더라고여,1,컴사코 기억 있을 때 듣는 게 낫지,1
,2024-05-03 00:00:00,0,0,2학기에 휴학하면 복학하고 나서 1학년1학기부터 다시 들어야되는건가요?,1,"ㄴㄴ 그 대신 계열제면 2학기에만 복학할 수 있어요
엇학기 복학 안 돼요",0
,2024-05-02 00:00:00,0,0,"따라가기 힘든 과목있어서 걍 수업 안 나가려는데 f 받고 다음 학기에 재수강 가능?
최대는 B+이지?",1,ㅇ,0
,2024-05-01 00:00:00,0,0,재수강 질문 잇습니다 제가 한 과목 아예 포기하려구 하는데 이거 F 받으면 일단은 전체 학점이 낮게 나오고 (국장 못받을 수도 있고) 2학년에 재수강 해서 B정도 나오면 학점 다시 올라가는 거 맞죠??,1,ㅇㅇ,1
,2024-05-01 00:00:00,0,0,재수강 질문 잇습니다 제가 한 과목 아예 포기하려구 하는데 이거 F 받으면 일단은 전체 학점이 낮게 나오고 (국장 못받을 수도 있고) 2학년에 재수강 해서 B정도 나오면 학점 다시 올라가는 거 맞죠??,0,국장은 앵간하면 나와,0
,2024-05-01 00:00:00,0,0,재수강 질문 잇습니다 제가 한 과목 아예 포기하려구 하는데 이거 F 받으면 일단은 전체 학점이 낮게 나오고 (국장 못받을 수도 있고) 2학년에 재수강 해서 B정도 나오면 학점 다시 올라가는 거 맞죠??,0,f 한두개면 성적 ㅈㄴ 떨어져서 안나올수도 있음 자세한건 직접 계산해보도록,0
,2024-04-30 00:00:00,0,0,"철학과 선배님들!! 질문있어요 철학 전공수업 들을때 노트북이나 태블릿 많이 쓰나요?
꼭 필요한지 잘 모르겠어요",1,노트북은 필요한 수업이 많아요,0
,2024-04-30 00:00:00,0,0,"철학과 선배님들!! 질문있어요 철학 전공수업 들을때 노트북이나 태블릿 많이 쓰나요?
꼭 필요한지 잘 모르겠어요",1,"체감상 노트북 있는게 훨씬 편합니다. 과제로 필기 강제로 시키는 수업도 있고, 조별로 워드에 의견 모아서 실시간으로 제출하는 수업도 있고..있는게 좋아용",0
,2024-04-30 00:00:00,0,0,"철학과 선배님들!! 질문있어요 철학 전공수업 들을때 노트북이나 태블릿 많이 쓰나요?
꼭 필요한지 잘 모르겠어요",1,태블릿도 있는게 좋아요. 교안이 워낙 많아서…,0
,2024-04-30 00:00:00,0,0,"철학과 선배님들!! 질문있어요 철학 전공수업 들을때 노트북이나 태블릿 많이 쓰나요?
꼭 필요한지 잘 모르겠어요",1,분석철학 수업에서는 아마 54명 중 40명 이상 태블릿 쓸거에요. 태블릿이 조금 비싸도 프린터 값 아끼고 가볍게 다니는거 생각하면 꽤 좋아요~,0
,2024-04-30 00:00:00,0,0,병결 진단서 오늘 수업 못 갔는데 그냥 교수님께 이메일로 진단서 보내면 되나요???? ㅜㅜㅜ 급해요,1,진단서 보내고 오늘 ~~ 이러이러 해서 멋 갔다고 말하면 교슈님께서 공결처리 하겟다 아님 뭐 하겟다 말씀해주실 거요,0
,2024-04-30 00:00:00,0,0,병결 진단서 오늘 수업 못 갔는데 그냥 교수님께 이메일로 진단서 보내면 되나요???? ㅜㅜㅜ 급해요,0,"유얼마이구원자
유얼마이앤젤",0
,2024-04-30 00:00:00,0,0,병결 진단서 오늘 수업 못 갔는데 그냥 교수님께 이메일로 진단서 보내면 되나요???? ㅜㅜㅜ 급해요,0,교바교 아닌가 우리 교수님은 사정도 설명할 필요 없이 전자출결에 진단서 업로드하면 나중에 확인하겟다 하심,0
,2024-04-30 00:00:00,0,0,병결 진단서 오늘 수업 못 갔는데 그냥 교수님께 이메일로 진단서 보내면 되나요???? ㅜㅜㅜ 급해요,0,교바교 어느 교수님은 직접 제출 어느 교수님은 메일 ㄱㄴ,0
,2024-04-30 00:00:00,0,0,신관 피트니스 납부하면 바로 사용 가능한 건가요?,0,5월부터,0
,2024-04-30 00:00:00,0,0,신관 피트니스 납부하면 바로 사용 가능한 건가요?,0,오 ㄱㅅㄱㅅ,0
,2024-04-30 00:00:00,0,0,학교에 밤샘할수 있는 곳이 열람실빼고 또 있나?,1,화학관,0
,2024-04-30 00:00:00,0,0,학점 개조진거같은데 전공진입컷 막다 4점대면 만약 3점대나오면 어케되는거임 전공진입 못함..?,0,삭제된 댓글입니다.,0
,2024-04-30 00:00:00,0,0,학점 개조진거같은데 전공진입컷 막다 4점대면 만약 3점대나오면 어케되는거임 전공진입 못함..?,0,삭제된 댓글입니다.,0
,2024-04-30 00:00:00,0,0,학점 개조진거같은데 전공진입컷 막다 4점대면 만약 3점대나오면 어케되는거임 전공진입 못함..?,0,인과계야,0
,2024-04-30 00:00:00,0,0,학점 개조진거같은데 전공진입컷 막다 4점대면 만약 3점대나오면 어케되는거임 전공진입 못함..?,1,인과계면 문정.영문.국문 빼고는 3점대여도 진입가능함,0
,2024-04-30 00:00:00,0,0,학점 개조진거같은데 전공진입컷 막다 4점대면 만약 3점대나오면 어케되는거임 전공진입 못함..?,0,컷 없는 과도 있고,0
,2024-04-28 00:00:00,0,0,결석계 내는법 교수님께 메시지만 드려도되나?따로 서류같은거 내야됨?,1,진단서랑 같이 드리셈,0
,2024-04-27 00:00:00,0,0,학생증잃어버렸는데 재발급중지된카드라고나와요..어떻게 다시 못 받나요?,1,학교 행정실에 전화해보는게 나을것같음,0
,2024-04-27 00:00:00,0,0,학생증잃어버렸는데 재발급중지된카드라고나와요..어떻게 다시 못 받나요?,0,8월에 다시 발급 가능,0
,2024-04-27 00:00:00,0,0,대학로에 분위기 괜탆은 맛집 추천해주세영,0,똥,0
,2024-04-27 00:00:00,0,0,대학로에 분위기 괜탆은 맛집 추천해주세영,1,"고기공방, 오이지",0
,2024-04-27 00:00:00,0,0,대학로에 분위기 괜탆은 맛집 추천해주세영,1,"분위기 괜찮은 곳이면 우와, 고기공방, 환희",0
,2024-04-27 00:00:00,0,0,"영발 잘 못하는데 주제 어느쪽이 낫냐 요즘 핫한 이슈 다룰 수 있는 주제
그냥 무난무난한 주제(쫌 지루할 수 있음)

전자는 애들이 좀 열심히 들을거 같고 교수님도 내용 자체에 좀 더 주목할거같아서 좋은데 발표끝나고 어떤 질문폭탄을 맞을지 모름 예상해가야함

후자는 들을 애들만 듣고 좀 지루할 수 있음 근데 무난해서 튀지 않고 묻어갈 수 있음

영어 잘 못하면 닥 후잔가?",0,대한민국 연금개혁,0
,2024-04-27 00:00:00,0,0,"영발 잘 못하는데 주제 어느쪽이 낫냐 요즘 핫한 이슈 다룰 수 있는 주제
그냥 무난무난한 주제(쫌 지루할 수 있음)

전자는 애들이 좀 열심히 들을거 같고 교수님도 내용 자체에 좀 더 주목할거같아서 좋은데 발표끝나고 어떤 질문폭탄을 맞을지 모름 예상해가야함

후자는 들을 애들만 듣고 좀 지루할 수 있음 근데 무난해서 튀지 않고 묻어갈 수 있음

영어 잘 못하면 닥 후잔가?",0,무난,0
,2024-04-27 00:00:00,0,0,"영발 잘 못하는데 주제 어느쪽이 낫냐 요즘 핫한 이슈 다룰 수 있는 주제
그냥 무난무난한 주제(쫌 지루할 수 있음)

전자는 애들이 좀 열심히 들을거 같고 교수님도 내용 자체에 좀 더 주목할거같아서 좋은데 발표끝나고 어떤 질문폭탄을 맞을지 모름 예상해가야함

후자는 들을 애들만 듣고 좀 지루할 수 있음 근데 무난해서 튀지 않고 묻어갈 수 있음

영어 잘 못하면 닥 후잔가?",0,"솔직히 열심히하면 못해도 b+은 받으니까, b+도 괜찮으면 후자 a도전할거면 전자해서 빡세게",0
,2024-04-27 00:00:00,0,1,사봉론 봉사 시 도서관에서 도서 정리 하는 걸로 채워도 되나요?,1,1365나 vms에 등록해주는 봉사활동이면 아무거나 가능,0
,2024-04-26 00:00:00,0,0,미컴 학과진입 학점컷 작년에 있었나요?? 있었다면 몇점에서 끊겼는지 알려주실 수 있을까요..??? 미컴이 전공진입 1지망인데 지금 말아먹은 과목이 생각보다 너무 많아서 컷이 있다면 진입 못할 것 같아 여쭤봅니다ㅠ,1,3.6,0
,2024-04-25 00:00:00,0,1,"재수강 했을때 받을 수 있는 최대 등급?(a,b+이런거요) 얼마까지인가요?
그리고 어떨 때 재수강 할 수 있나요?
f만 재수강 가능한가요",1,비쁠이용,0
,2024-04-25 00:00:00,0,1,"재수강 했을때 받을 수 있는 최대 등급?(a,b+이런거요) 얼마까지인가요?
그리고 어떨 때 재수강 할 수 있나요?
f만 재수강 가능한가요",1,c이하부터 할 수 있고 B플이 최대일걸요,0
,2024-04-25 00:00:00,0,1,"재수강 했을때 받을 수 있는 최대 등급?(a,b+이런거요) 얼마까지인가요?
그리고 어떨 때 재수강 할 수 있나요?
f만 재수강 가능한가요",0,삭제된 댓글입니다.,0
,2024-04-25 00:00:00,0,0,9시 수업인데 10시 시험이면 9시까지가야댐 10시까지가야댐?,1,중간고사라고 일정되어 있으면 10시까지 감면 되지,0
,2024-04-24 00:00:00,0,0,fye세미나 f뜨면 어케되나요 학점만 조지고 끝임 그냥..?,0,계열이면 필수 아닌가,0
,2024-04-24 00:00:00,0,0,fye세미나 f뜨면 어케되나요 학점만 조지고 끝임 그냥..?,0,별 상관 없음 근데 학기말 되면 그 점수 주려고 막 이것저것 해줄걸,0
,2024-04-24 00:00:00,0,0,fye세미나 f뜨면 어케되나요 학점만 조지고 끝임 그냥..?,0,아캠에 올라오는 강의듣는게 출석이라면 출석아닐까 싶어요,0
,2024-04-24 00:00:00,0,0,fye세미나 f뜨면 어케되나요 학점만 조지고 끝임 그냥..?,0,저도 그것까진 잘 모르겠는데 전자출결 말씀하시는거면 아마 그렇지않을까요,0
,2024-04-24 00:00:00,0,0,fye세미나 f뜨면 어케되나요 학점만 조지고 끝임 그냥..?,0,네 전자출결 말한거 맞습니다,0
,2024-04-24 00:00:00,0,0,fye세미나 f뜨면 어케되나요 학점만 조지고 끝임 그냥..?,0,성장 못 받아,0
,2024-04-24 00:00:00,0,0,fye세미나 f뜨면 어케되나요 학점만 조지고 끝임 그냥..?,0,그게 뭐에요,0
,2024-04-24 00:00:00,0,0,fye세미나 f뜨면 어케되나요 학점만 조지고 끝임 그냥..?,0,성적장학금!,0
,2024-04-24 00:00:00,0,1,"과목 절평인지 상평인지 알 수 있는 방법 있음?
교수님께 여쭈는 것 말고",1,수강신청 사이트에 뜸,0
,2024-04-24 00:00:00,0,0,빈 강의실 강의실 비어있으면 가서 공부해도 되나요?,1,ㅇㅇ,0
,2024-04-24 00:00:00,0,0,"계열제 재수강 계열제인데 만약 계절 열린다는 가정 하에 재수강하면
학과 진입할때 재수강한 성적만 반영되나요?",1,넵!,0
,2024-04-24 00:00:00,0,0,성적우수장학금 24학번 신입생은 못 받는건가요..?,0,성적이 없는데 어떻게 받아요,3
,2024-04-24 00:00:00,0,0,성적우수장학금 24학번 신입생은 못 받는건가요..?,0,ㅇㅈ 최소 1-1학기는 끝나야 성적 장학금을 받던가 말던가 하지.,0
,2024-04-24 00:00:00,0,0,성적우수장학금 24학번 신입생은 못 받는건가요..?,0,Gls에서 확인해보니까 2024학년도 1학기 성적장학금 신청기간이 23년 12월이길래요,0
,2024-04-24 00:00:00,0,0,성적우수장학금 24학번 신입생은 못 받는건가요..?,0,24학번 말고 그 아래 학번들,0
,2024-04-24 00:00:00,0,0,성적우수장학금 24학번 신입생은 못 받는건가요..?,0,1학기 성적 높으면 받을 수 있어요,0
,2024-04-24 00:00:00,0,0,성적우수장학금 24학번 신입생은 못 받는건가요..?,1,"24 1학기 성장은 23 2학기 성적 기준으로 산출, 24학번은 24 2학기부터 받을 수 있음",0
,2024-04-23 00:00:00,0,0,"근로자의 날 쉬냐 안쉬냐
제발 교수님들 쉬시면 좋을 것 같은데",1,안쉼..,0
,2024-04-23 00:00:00,0,0,"근로자의 날 쉬냐 안쉬냐
제발 교수님들 쉬시면 좋을 것 같은데",0,교수님은 뭐 쉬지도 못하시나 이건 쉬셔야 할 거 같은데,0
,2024-04-23 00:00:00,0,0,출석 10프로인 강의 결석 3번 하면 큰일 남? 궁금해,0,나 그렇게하고 영발 에쁠받았었음,0
,2024-04-23 00:00:00,0,0,"결석 2번했는데 성적에 영향 많이 갈까요? 대형강의고 출석 10%입니다
시험 잘보면 A+도 가능한가욤..?",0,앗 참고로 결석 1번까지는 성적에 영향 없다고 하셨어요!,0
,2024-04-23 00:00:00,0,0,"결석 2번했는데 성적에 영향 많이 갈까요? 대형강의고 출석 10%입니다
시험 잘보면 A+도 가능한가욤..?",0,"시험이 쉬운편이라 점수가 촘촘해서 출석이 점수에 큰영향을 주는 과목들이 있음
근데 그게 아니면은 1번은 큰 상관없음",0
,2024-04-23 00:00:00,0,0,심입연구 중간고사 주 끝나고 신청할 계획인데 그때도 연구 많이올라오나요…?,1,넹,1
,2024-04-22 00:00:00,0,0,"솦이 컴공이야? 아니지 않아?
컴공 복전 불가능이라 알고 있는데
솦은 가능하다해서",0,컴공없을걸 이제,0
,2024-04-22 00:00:00,0,0,"솦이 컴공이야? 아니지 않아?
컴공 복전 불가능이라 알고 있는데
솦은 가능하다해서",1,컴공은 17학번을 마지막으로 사라짐,0
,2024-04-22 00:00:00,0,0,"솦이 컴공이야? 아니지 않아?
컴공 복전 불가능이라 알고 있는데
솦은 가능하다해서",0,이제 다 소프트고 컴공 미졸업생이 남아있긴함,0
,2024-04-22 00:00:00,0,0,"솦이 컴공이야? 아니지 않아?
컴공 복전 불가능이라 알고 있는데
솦은 가능하다해서",1,컴공이 없어서 복전이 불가능이야!,0
,2024-04-22 00:00:00,0,0,재수강 평점 최대 뭐 나와야 재수강 할 수 있나요,1,C+ 이하부터 ㄱㄴ,0
,2024-04-22 00:00:00,0,0,"학점 관련 질문 ㅜㅜ 제가 16학점 딱 채워서 듣고 다음 학기로 2학점 이월하도록 시간표 짰었거든요
근데 지금 과목 한 개를 재수강 하려고 생각중인데 질문
1. 재수강 최대 점수는 비쁠인가요?
2. 그 과목이 3학점 짜린데 재수강하면 그걸 안 들은 거나 마찬가지니까 학점 채우기 위해서 계절학기를 들어야 하나요?",0,1은 맞아요 2는 저도 새내기라 모르겠어요…,0
,2024-04-22 00:00:00,0,0,"학점 관련 질문 ㅜㅜ 제가 16학점 딱 채워서 듣고 다음 학기로 2학점 이월하도록 시간표 짰었거든요
근데 지금 과목 한 개를 재수강 하려고 생각중인데 질문
1. 재수강 최대 점수는 비쁠인가요?
2. 그 과목이 3학점 짜린데 재수강하면 그걸 안 들은 거나 마찬가지니까 학점 채우기 위해서 계절학기를 들어야 하나요?",1,"1. 교양은 B+, 전공은 A로 알고있습니다
2. 당학기 총학점이 우수하면(4.0 이상) 차기학기 3학점 추가이수 가능하며(최대 21학점), 이점 잘 이용하시면 막학기 1학점만 듣는것도 가능합니다. 계절이 필수까지는 아니라는 말이죠
(대신 20학점 듣는 학기가 많이 빡세겠죠. 이점은 본인의 선택입니다)",1
,2024-04-22 00:00:00,0,0,"학점 관련 질문 ㅜㅜ 제가 16학점 딱 채워서 듣고 다음 학기로 2학점 이월하도록 시간표 짰었거든요
근데 지금 과목 한 개를 재수강 하려고 생각중인데 질문
1. 재수강 최대 점수는 비쁠인가요?
2. 그 과목이 3학점 짜린데 재수강하면 그걸 안 들은 거나 마찬가지니까 학점 채우기 위해서 계절학기를 들어야 하나요?",0,주변에서 A까지 가능하다 했던것 같은데 아니었나보군요..!,0
,2024-04-22 00:00:00,0,0,"학점 관련 질문 ㅜㅜ 제가 16학점 딱 채워서 듣고 다음 학기로 2학점 이월하도록 시간표 짰었거든요
근데 지금 과목 한 개를 재수강 하려고 생각중인데 질문
1. 재수강 최대 점수는 비쁠인가요?
2. 그 과목이 3학점 짜린데 재수강하면 그걸 안 들은 거나 마찬가지니까 학점 채우기 위해서 계절학기를 들어야 하나요?",1,"전공 재수강 최대 A는 코로나학기 때 가능했습니다
다시 B+로 내려왔어용",0
,2024-04-22 00:00:00,0,0,"학점 관련 질문 ㅜㅜ 제가 16학점 딱 채워서 듣고 다음 학기로 2학점 이월하도록 시간표 짰었거든요
근데 지금 과목 한 개를 재수강 하려고 생각중인데 질문
1. 재수강 최대 점수는 비쁠인가요?
2. 그 과목이 3학점 짜린데 재수강하면 그걸 안 들은 거나 마찬가지니까 학점 채우기 위해서 계절학기를 들어야 하나요?",0,1번 에제까지 올릴 수 있도록 지금 논의중이라 들음 아마 지금은 비쁠이 최대일듯,0
,2024-04-22 00:00:00,0,0,다 B나오면 학점몇나옴??,1,3.0이요,0
,2024-04-22 00:00:00,0,0,다 B나오면 학점몇나옴??,0,4.5 4.0 3.5 3.0 2.5 2.0,0
,2024-04-21 00:00:00,0,1,학과생은 영발 영토 안들어도 돼요..? 왜죠/.?,0,졸업요건,0
,2024-04-21 00:00:00,0,1,학과생은 영발 영토 안들어도 돼요..? 왜죠/.?,1,걍 다른 글로벌 과목 들어도 됨,0
